epoch,out_0,out_1,step,train_loss
24,-0.02103802002966404,-0.021139182150363922,49,1.0427252054214478
49,-0.00589705677703023,-0.0058943708427250385,99,1.0118235349655151
74,0.0092105558142066,0.0093405582010746,149,0.9814060926437378
99,0.027700256556272507,0.02814740687608719,199,0.9444974660873413
124,0.05430259928107262,0.05548935383558273,249,0.8921003341674805
149,0.09358028322458267,0.0962739884853363,299,0.8167206645011902
174,0.14736729860305786,0.15290607511997223,349,0.7175681591033936
199,0.21260054409503937,0.22284631431102753,399,0.6039678454399109
224,0.2804260849952698,0.2969256341457367,449,0.494313508272171
249,0.34042397141456604,0.36343592405319214,499,0.4052138328552246
274,0.3870229423046112,0.4156770706176758,549,0.3414332866668701
299,0.4204919934272766,0.45361241698265076,599,0.2985393702983856
324,0.4437040388584137,0.48030364513397217,649,0.27008429169654846
349,0.4596325755119324,0.4990078806877136,699,0.25099310278892517
374,0.47055691480636597,0.5122338533401489,749,0.23791581392288208
399,0.4780600965023041,0.5217236280441284,799,0.22874829173088074
424,0.483210951089859,0.5286513566970825,849,0.22216954827308655
449,0.48672839999198914,0.5338062644004822,899,0.21733659505844116
474,0.4891001582145691,0.5377225279808044,949,0.21370045840740204
499,0.4906606078147888,0.5407666563987732,999,0.21089527010917664
524,0.49164122343063354,0.5431920886039734,1049,0.20867346227169037
549,0.4922037124633789,0.5451762676239014,1099,0.2068646252155304
574,0.49246230721473694,0.5468446016311646,1149,0.20534981787204742
599,0.49249815940856934,0.5482863783836365,1199,0.20404519140720367
624,0.4923691749572754,0.549565851688385,1249,0.20289091765880585
649,0.4921170473098755,0.550728976726532,1299,0.2018444538116455
674,0.49177172780036926,0.5518091320991516,1349,0.20087505877017975
699,0.491354763507843,0.5528308153152466,1399,0.19996027648448944
724,0.4908818006515503,0.5538115501403809,1449,0.19908413290977478
749,0.4903641641139984,0.5547645688056946,1499,0.19823458790779114
774,0.489810049533844,0.5556995868682861,1549,0.19740284979343414
799,0.48922526836395264,0.5566234588623047,1599,0.19658276438713074
824,0.4886143207550049,0.5575416088104248,1649,0.19576942920684814
849,0.4879800081253052,0.5584580302238464,1699,0.19495931267738342
874,0.48732471466064453,0.5593760013580322,1749,0.19414950907230377
899,0.48664984107017517,0.5602973103523254,1799,0.19333845376968384
924,0.4859563112258911,0.561224102973938,1849,0.1925242841243744
949,0.48524484038352966,0.5621576309204102,1899,0.19170594215393066
974,0.48451584577560425,0.5630990862846375,1949,0.19088241457939148
999,0.48376965522766113,0.5640495419502258,1999,0.1900528073310852
1024,0.4830060601234436,0.5650096535682678,2049,0.18921659886837006
1049,0.48222512006759644,0.5659801959991455,2099,0.18837319314479828
1074,0.48142674565315247,0.5669617056846619,2149,0.18752215802669525
1099,0.4806106388568878,0.5679548978805542,2199,0.1866629719734192
1124,0.479776531457901,0.5689602494239807,2249,0.18579526245594025
1149,0.47892406582832336,0.5699783563613892,2299,0.184918612241745
1174,0.47805285453796387,0.5710098743438721,2349,0.18403252959251404
1199,0.47716256976127625,0.5720548033714294,2399,0.18313708901405334
1224,0.4762527048587799,0.5731143355369568,2449,0.1822313666343689
1249,0.4753226935863495,0.5741885304450989,2499,0.18131540715694427
1274,0.47437208890914917,0.5752780437469482,2549,0.18038873374462128
1299,0.47340041399002075,0.5763837099075317,2599,0.17945076525211334
1324,0.47240716218948364,0.5775060057640076,2649,0.1785011738538742
1349,0.4713914394378662,0.5786452889442444,2699,0.17753979563713074
1374,0.47035282850265503,0.5798022747039795,2749,0.17656612396240234
1399,0.46929076313972473,0.5809779167175293,2799,0.1755795031785965
1424,0.4682043790817261,0.5821726322174072,2849,0.1745797097682953
1449,0.4670927822589874,0.5833869576454163,2899,0.17356643080711365
1474,0.46595537662506104,0.584621787071228,2949,0.17253905534744263
1499,0.4647917151451111,0.5858781337738037,2999,0.1714969128370285
1524,0.46360060572624207,0.5871565341949463,3049,0.1704397201538086
1549,0.46238115429878235,0.5884578824043274,3099,0.16936691105365753
1574,0.4611324369907379,0.5897827744483948,3149,0.16827817261219025
1599,0.45985352993011475,0.5911323428153992,3199,0.16717275977134705
1624,0.4585433602333069,0.5925074815750122,3249,0.16605015099048615
1649,0.4572009742259979,0.593908965587616,3299,0.16490992903709412
1674,0.45582517981529236,0.5953378081321716,3349,0.163751482963562
1699,0.4544146656990051,0.5967950224876404,3399,0.16257424652576447
1724,0.4529685080051422,0.5982818007469177,3449,0.16137750446796417
1749,0.4514853358268738,0.5997991561889648,3499,0.16016072034835815
1774,0.4499635398387909,0.6013480424880981,3549,0.15892338752746582
1799,0.44840195775032043,0.6029298901557922,3599,0.15766467154026031
1824,0.44679903984069824,0.6045458316802979,3649,0.15638400614261627
1849,0.44515326619148254,0.6061969995498657,3699,0.15508081018924713
1874,0.44346293807029724,0.6078845858573914,3749,0.15375450253486633
1899,0.44172632694244385,0.6096103191375732,3799,0.15240409970283508
1924,0.4399416446685791,0.6113754510879517,3849,0.15102903544902802
1949,0.4381069242954254,0.6131811141967773,3899,0.14962884783744812
1974,0.43622052669525146,0.6150291562080383,3949,0.1482025533914566
1999,0.4342799782752991,0.616921067237854,3999,0.14674946665763855
